,Admin2,Province_State,Lat,Long_,Confirmed,Deaths,Recovered,County,State,TotalPop,Transit,WorkAtHome
0,Abbeville,South Carolina,34.22333378,-82.46170658,162,1,0,Abbeville,South Carolina,24997.0,0.2,3.0
1,Acadia,Louisiana,30.295064899999996,-92.41419698,1453,46,0,Acadia,Louisiana,62163.0,0.2,2.0
2,Accomack,Virginia,37.76707161,-75.63234615,1045,14,0,Accomack,Virginia,33115.0,0.5,2.7
3,Ada,Idaho,43.4526575,-116.24155159999998,4541,25,0,Ada,Idaho,417501.0,0.5,6.9
4,Adair,Iowa,41.33075609,-94.47105874,17,0,0,Adair,Iowa,7426.0,0.3,5.8
5,Adair,Kentucky,37.10459774,-85.28129668,149,19,0,Adair,Kentucky,18852.0,0.5,2.9
6,Adair,Missouri,40.19058551,-92.60078167,102,0,0,Adair,Missouri,25560.0,0.2,3.7
7,Adair,Oklahoma,35.88494195,-94.65859267,144,4,0,Adair,Oklahoma,22236.0,0.1,2.4
8,Adams,Colorado,39.87432092,-104.3362578,4847,159,0,Adams,Colorado,471206.0,3.7,4.4
9,Adams,Idaho,44.89333571,-116.4545247,12,0,0,Adams,Idaho,3880.0,0.8,12.0
10,Adams,Illinois,39.98815591,-91.18786813,204,1,0,Adams,Illinois,67081.0,0.6,3.2
11,Adams,Indiana,40.7457653,-84.93671406,49,1,0,Adams,Indiana,34642.0,0.0,3.8
13,Adams,Mississippi,31.47669768,-91.35326037,388,20,0,Adams,Mississippi,31979.0,0.2,3.2
14,Adams,Nebraska,40.52449420000001,-98.50117804,315,11,0,Adams,Nebraska,31442.0,0.4,4.8
15,Adams,Ohio,38.84541072,-83.4718964,28,2,0,Adams,Ohio,28229.0,0.6,4.4
16,Adams,Pennsylvania,39.87140411,-77.21610347,399,14,0,Adams,Pennsylvania,101767.0,0.4,3.7
17,Adams,Washington,46.98299757,-118.56017340000001,251,0,0,Adams,Washington,19081.0,0.5,6.2
18,Adams,Wisconsin,43.96974651,-89.76782777,43,2,0,Adams,Wisconsin,20451.0,0.2,4.7
19,Addison,Vermont,44.03217337,-73.14130877,68,2,0,Addison,Vermont,36943.0,0.7,8.2
20,Aiken,South Carolina,33.54338026,-81.63645384,800,13,0,Aiken,South Carolina,163908.0,0.1,2.9
21,Aitkin,Minnesota,46.60962049,-93.41168259999999,17,0,0,Aitkin,Minnesota,15839.0,0.3,5.2
22,Alachua,Florida,29.67866525,-82.35928158,2258,12,0,Alachua,Florida,254218.0,4.5,4.1
23,Alamance,North Carolina,36.0434701,-79.39976137,1519,38,0,Alamance,North Carolina,155258.0,0.3,3.4
24,Alameda,California,37.64629437,-121.8929271,8321,152,0,Alameda,California,1584983.0,13.6,5.6
25,Alamosa,Colorado,37.57250606,-105.7885451,204,7,0,Alamosa,Colorado,16269.0,0.5,2.2
26,Albany,New York,42.60060306,-73.97723916,2247,121,0,Albany,New York,307463.0,5.7,2.9
27,Albany,Wyoming,41.65498705,-105.72354150000001,52,0,0,Albany,Wyoming,37565.0,2.6,5.9
28,Albemarle,Virginia,38.02080697,-78.55481085,578,10,0,Albemarle,Virginia,103108.0,2.0,7.2
29,Alcona,Michigan,44.6846864,-83.59507875,24,1,0,Alcona,Michigan,10550.0,0.4,4.6
30,Alcorn,Mississippi,34.88084463,-88.57996173,113,2,0,Alcorn,Mississippi,37319.0,0.2,1.6
31,Alexander,Illinois,37.18049267,-89.32910838,25,0,0,Alexander,Illinois,7364.0,2.1,0.8
32,Alexander,North Carolina,35.922379600000006,-81.17751948,183,1,0,Alexander,North Carolina,37158.0,0.0,2.3
36,Allamakee,Iowa,43.28383218,-91.37860922,138,4,0,Allamakee,Iowa,14060.0,0.1,5.1
37,Allegan,Michigan,42.59147037,-85.89102866,388,7,0,Allegan,Michigan,112837.0,0.2,4.1
38,Allegany,Maryland,39.62357628,-78.69280486,220,18,0,Allegany,Maryland,73549.0,0.6,1.9
39,Allegany,New York,42.25748406,-78.02750466,68,1,0,Allegany,New York,48070.0,0.6,3.0
40,Alleghany,North Carolina,36.49360862,-81.12857041,43,0,0,Alleghany,North Carolina,10911.0,0.1,4.6
41,Alleghany,Virginia,37.78636074,-80.00222498,52,2,0,Alleghany,Virginia,16066.0,1.0,1.6
42,Allegheny,Pennsylvania,40.46809875,-79.98167747,5364,199,0,Allegheny,Pennsylvania,1231145.0,9.1,4.2
43,Allen,Indiana,41.09194313,-85.06800636,2988,135,0,Allen,Indiana,363453.0,0.7,4.0
45,Allen,Kentucky,36.75197631,-86.19457544,193,7,0,Allen,Kentucky,20355.0,0.0,5.0
46,Allen,Louisiana,30.65385745,-92.82442028,497,14,0,Allen,Louisiana,25653.0,0.8,1.9
47,Allen,Ohio,40.77285242,-84.10802343,391,41,0,Allen,Ohio,105196.0,0.5,1.7
48,Allendale,South Carolina,32.98837386,-81.35321066,92,3,0,Allendale,South Carolina,9838.0,0.0,3.4
49,Alpena,Michigan,45.03477666,-83.62212411,123,12,0,Alpena,Michigan,29068.0,0.5,4.0
51,Amador,California,38.44583082,-120.65696000000001,45,0,0,Amador,California,36995.0,0.5,5.6
52,Amelia,Virginia,37.34081025,-77.98584649,53,1,0,Amelia,Virginia,12777.0,0.9,2.8
53,Amherst,Virginia,37.60308293,-79.14548696,40,0,0,Amherst,Virginia,32148.0,1.3,2.7
54,Amite,Mississippi,31.17467303,-90.80501621,118,3,0,Amite,Mississippi,12840.0,1.3,2.4
55,Anderson,Kansas,38.21413251,-95.29272815,15,0,0,Anderson,Kansas,7896.0,0.1,4.4
56,Anderson,Kentucky,38.00671029,-84.99171713,34,1,0,Anderson,Kentucky,21761.0,0.0,1.4
57,Anderson,South Carolina,34.51828081,-82.63959517,1134,20,0,Anderson,South Carolina,191215.0,0.3,2.4
58,Anderson,Tennessee,36.12684348,-84.19965764,219,2,0,Anderson,Tennessee,75430.0,0.0,3.0
59,Anderson,Texas,31.81534745,-95.65354823,1917,3,0,Anderson,Texas,57915.0,0.2,2.6
60,Andrew,Missouri,39.98492163,-94.80163024,55,1,0,Andrew,Missouri,17328.0,0.1,3.9
61,Andrews,Texas,32.30468633,-102.63765479999999,170,2,0,Andrews,Texas,16775.0,0.0,2.5
62,Androscoggin,Maine,44.1664747,-70.20380627,502,4,0,Androscoggin,Maine,107393.0,0.3,3.4
63,Angelina,Texas,31.25457347,-94.60901487,834,12,0,Angelina,Texas,87748.0,0.1,1.6
64,Anne Arundel,Maryland,39.00670238,-76.60329337,5619,210,0,Anne Arundel,Maryland,555280.0,3.5,4.8
65,Anoka,Minnesota,45.27476015,-93.24604565,2477,114,0,Anoka,Minnesota,338764.0,3.4,4.0
66,Anson,North Carolina,34.97403241,-80.09953279,214,2,0,Anson,North Carolina,26135.0,0.5,1.2
67,Antelope,Nebraska,42.17695516,-98.06662829999999,16,1,0,Antelope,Nebraska,6486.0,0.0,10.8
68,Antrim,Michigan,44.99690221,-85.15503082,27,0,0,Antrim,Michigan,23267.0,0.6,7.0
69,Apache,Arizona,35.39465006,-109.4892383,2611,104,0,Apache,Arizona,72124.0,0.6,6.3
70,Appanoose,Iowa,40.74324454,-92.86865906,29,3,0,Appanoose,Iowa,12669.0,0.2,5.3
71,Appling,Georgia,31.74847232,-82.28909114,370,15,0,Appling,Georgia,18417.0,0.3,2.6
72,Appomattox,Virginia,37.37569884,-78.81340003,48,0,0,Appomattox,Virginia,15208.0,0.5,5.1
73,Aransas,Texas,28.10556197,-96.9995047,57,0,0,Aransas,Texas,24292.0,0.0,5.0
74,Arapahoe,Colorado,39.64977461,-104.3353617,5734,352,0,Arapahoe,Colorado,608310.0,4.7,5.9
75,Archer,Texas,33.61569967,-98.68754589,12,0,0,Archer,Texas,8779.0,0.0,4.7
76,Archuleta,Colorado,37.19474156,-107.0476867,12,0,0,Archuleta,Colorado,12174.0,0.2,9.3
77,Arenac,Michigan,44.0636262,-83.89277559,38,2,0,Arenac,Michigan,15424.0,0.8,3.7
78,Arkansas,Arkansas,34.29145151,-91.37277296,66,0,0,Arkansas,Arkansas,18731.0,0.3,2.4
79,Arlington,Virginia,38.8767675,-77.10139853,2660,134,0,Arlington,Virginia,223945.0,26.4,5.8
80,Armstrong,Pennsylvania,40.81665618,-79.46290811,88,6,0,Armstrong,Pennsylvania,67979.0,0.7,3.4
82,Aroostook,Maine,46.65926321,-68.59841248,25,1,0,Aroostook,Maine,70005.0,0.1,4.4
84,Ascension,Louisiana,30.20406249,-90.91328409999998,1655,64,0,Ascension,Louisiana,114738.0,0.1,3.3
85,Ashe,North Carolina,36.43296207,-81.49862729,65,1,0,Ashe,North Carolina,27114.0,0.2,3.7
86,Ashland,Ohio,40.84772277,-82.27280781,78,2,0,Ashland,Ohio,53189.0,0.3,2.9
88,Ashley,Arkansas,33.19153461,-91.76984709999999,111,3,0,Ashley,Arkansas,21229.0,0.4,2.7
89,Ashtabula,Ohio,41.70860332,-80.74830218,452,44,0,Ashtabula,Ohio,99777.0,0.8,3.1
90,Asotin,Washington,46.18894415,-117.2022851,21,2,0,Asotin,Washington,22040.0,0.9,5.2
91,Assumption,Louisiana,29.89946234,-91.06461642,432,17,0,Assumption,Louisiana,23057.0,0.1,1.3
92,Atascosa,Texas,28.89333001,-98.52730485,275,2,0,Atascosa,Texas,47050.0,0.1,5.2
93,Atchison,Kansas,39.53185661,-95.30870026,44,0,0,Atchison,Kansas,16633.0,0.1,6.9
95,Athens,Ohio,39.33425634,-82.04278644,201,1,0,Athens,Ohio,64974.0,0.7,4.5
96,Atkinson,Georgia,31.29633502,-82.87545866,205,2,0,Atkinson,Georgia,8294.0,0.3,0.9
97,Atlantic,New Jersey,39.47538693,-74.65848483,3047,233,0,Atlantic,New Jersey,275376.0,7.4,2.0
98,Atoka,Oklahoma,34.37366573,-96.03802487,42,0,0,Atoka,Oklahoma,13906.0,0.1,5.2
99,Attala,Mississippi,33.08658803,-89.57838564,390,24,0,Attala,Mississippi,19175.0,0.2,1.1
100,Audrain,Missouri,39.215877,-91.84242683,143,1,0,Audrain,Missouri,25783.0,0.7,4.1
101,Audubon,Iowa,41.6844628,-94.90581859,17,1,0,Audubon,Iowa,5869.0,0.5,6.0
102,Auglaize,Ohio,40.55998859,-84.22421429999999,112,4,0,Auglaize,Ohio,45873.0,0.2,2.6
103,Augusta,Virginia,38.16404586,-79.12461614,213,2,0,Augusta,Virginia,74053.0,0.4,4.3
104,Aurora,South Dakota,43.71757685,-98.56050467,34,0,0,Aurora,South Dakota,2729.0,0.0,9.3
105,Austin,Texas,29.88548725,-96.27736949,140,0,0,Austin,Texas,28886.0,0.1,5.3
106,Autauga,Alabama,32.53952745,-86.64408227,733,17,0,Autauga,Alabama,55221.0,0.1,1.8
107,Avery,North Carolina,36.07569796,-81.92308483,31,0,0,Avery,North Carolina,17695.0,0.5,5.0
108,Avoyelles,Louisiana,31.07796211,-92.00079449,512,17,0,Avoyelles,Louisiana,41389.0,0.8,2.2
109,Baca,Colorado,37.31940883,-102.5603223,14,0,0,Baca,Colorado,3701.0,0.0,8.9
110,Bacon,Georgia,31.55456473,-82.45936528,314,5,0,Bacon,Georgia,11222.0,0.8,0.5
111,Bailey,Texas,34.06854817,-102.8299707,112,1,0,Bailey,Texas,7126.0,0.0,5.3
112,Baker,Florida,30.33060121,-82.28467476,180,4,0,Baker,Florida,27135.0,0.1,3.0
113,Baker,Georgia,31.32669878,-84.44218806,44,3,0,Baker,Georgia,3292.0,1.0,1.6
114,Baker,Oregon,44.70915557,-117.6749883,12,0,0,Baker,Oregon,16052.0,0.2,7.3
115,Baldwin,Alabama,30.72774991,-87.72207058,1396,11,0,Baldwin,Alabama,195121.0,0.1,3.9
116,Baldwin,Georgia,33.06882326,-83.24701748,681,35,0,Baldwin,Georgia,45795.0,0.1,1.6
117,Ballard,Kentucky,37.05842757,-88.99427697,22,0,0,Ballard,Kentucky,8256.0,1.8,2.6
118,Baltimore,Maryland,39.45784712,-76.62911955,8990,498,0,Baltimore,Maryland,822959.0,4.8,3.7
120,Bamberg,South Carolina,33.21927586,-81.05659969,206,3,0,Bamberg,South Carolina,15432.0,1.3,1.8
121,Bandera,Texas,29.74619598,-99.24598147,44,0,0,Bandera,Texas,20796.0,0.3,5.5
122,Banks,Georgia,34.35607081,-83.49644388,160,3,0,Banks,Georgia,18336.0,0.4,4.2
124,Bannock,Idaho,42.67002716,-112.2233311,158,1,0,Bannock,Idaho,83604.0,2.0,3.8
127,Barbour,Alabama,31.868263,-85.3871286,413,3,0,Barbour,Alabama,26932.0,0.4,1.6
128,Barbour,West Virginia,39.1307219,-80.00350858,20,1,0,Barbour,West Virginia,16731.0,0.3,3.9
129,Barnes,North Dakota,46.93579637,-98.06605978,25,0,0,Barnes,North Dakota,11097.0,0.4,4.3
130,Barnstable,Massachusetts,41.72980578,-70.28854339,1586,152,0,Barnstable,Massachusetts,214766.0,1.5,5.9
131,Barnwell,South Carolina,33.26679302,-81.43584352,153,1,0,Barnwell,South Carolina,22098.0,0.1,1.3
132,Barren,Kentucky,36.96469836,-85.93338945,135,2,0,Barren,Kentucky,42925.0,0.3,5.1
133,Barron,Wisconsin,45.42372701,-91.84833627,51,1,0,Barron,Wisconsin,45686.0,0.2,6.2
134,Barrow,Georgia,33.99148694,-83.71436292,660,27,0,Barrow,Georgia,72012.0,0.1,3.3
135,Barry,Michigan,42.59513984,-85.30834519,140,2,0,Barry,Michigan,59147.0,0.1,4.1
136,Barry,Missouri,36.70978521,-93.82919888,105,0,0,Barry,Missouri,35726.0,0.2,4.2
137,Bartholomew,Indiana,39.20744865,-85.89558181,609,45,0,Bartholomew,Indiana,79488.0,0.6,2.2
138,Barton,Kansas,38.47889676,-98.75636726,63,2,0,Barton,Kansas,27399.0,0.1,3.1
139,Barton,Missouri,37.50207671,-94.34757022,37,0,0,Barton,Missouri,12166.0,0.3,4.6
140,Bartow,Georgia,34.23732119,-84.83887523,1013,44,0,Bartow,Georgia,101336.0,0.7,4.0
141,Bastrop,Texas,30.10370699,-97.31206354,800,11,0,Bastrop,Texas,76948.0,0.3,3.8
142,Bates,Missouri,38.25271289,-94.34113157,16,1,0,Bates,Missouri,16643.0,0.8,6.3
143,Bath,Kentucky,38.14735938,-83.74588932,22,1,0,Bath,Kentucky,11978.0,0.2,4.4
145,Baxter,Arkansas,36.28784385,-92.33782872,31,0,0,Baxter,Arkansas,41040.0,0.4,4.0
146,Bay,Florida,30.26548745,-85.62122584,1430,8,0,Bay,Florida,175353.0,0.7,2.8
147,Bay,Michigan,43.70639106,-83.98731479,438,31,0,Bay,Michigan,106698.0,0.8,2.3
150,Beadle,South Dakota,44.41464384,-98.27858469,553,8,0,Beadle,South Dakota,18168.0,1.7,2.9
153,Beaufort,North Carolina,35.48531943,-76.84325809,157,0,0,Beaufort,North Carolina,47561.0,0.2,3.2
154,Beaufort,South Carolina,32.39226291,-80.72619758,2098,23,0,Beaufort,South Carolina,171420.0,0.5,6.9
155,Beauregard,Louisiana,30.64836518,-93.34173616,375,9,0,Beauregard,Louisiana,36259.0,0.4,1.3
156,Beaver,Oklahoma,36.7496847,-100.4758872,32,0,0,Beaver,Oklahoma,5530.0,0.6,3.9
157,Beaver,Pennsylvania,40.6825484,-80.34921611,870,79,0,Beaver,Pennsylvania,169785.0,1.4,3.3
159,Becker,Minnesota,46.93479392,-95.67158144,69,0,0,Becker,Minnesota,33138.0,0.4,6.6
160,Beckham,Oklahoma,35.26862449,-99.68128023,22,0,0,Beckham,Oklahoma,23300.0,0.1,2.4
161,Bedford,Pennsylvania,40.00522157,-78.48998442,93,4,0,Bedford,Pennsylvania,49086.0,0.2,4.1
162,Bedford,Tennessee,35.51123746,-86.45549096,635,9,0,Bedford,Tennessee,45986.0,0.2,3.4
163,Bedford,Virginia,37.3080028,-79.5281964,170,4,0,Bedford,Virginia,76463.0,0.4,4.0
164,Bee,Texas,28.41761668,-97.74215593,152,0,0,Bee,Texas,32659.0,0.0,1.9
165,Belknap,New Hampshire,43.51637314,-71.41684235,92,3,0,Belknap,New Hampshire,60399.0,0.0,4.2
166,Bell,Kentucky,36.73355174,-83.67766671,114,0,0,Bell,Kentucky,27950.0,0.2,3.1
167,Bell,Texas,31.03736027,-97.4785025,2243,14,0,Bell,Texas,326041.0,0.3,3.2
168,Belmont,Ohio,40.01625942,-80.9924051,572,24,0,Belmont,Ohio,69560.0,0.4,1.9
169,Beltrami,Minnesota,47.97373527,-94.93732139,58,0,0,Beltrami,Minnesota,45434.0,2.0,6.5
170,Ben Hill,Georgia,31.76095874,-83.22145359,232,1,0,Ben Hill,Georgia,17477.0,0.0,1.1
171,Benewah,Idaho,47.21754179,-116.6586851,29,0,0,Benewah,Idaho,9088.0,0.9,3.9
173,Bennington,Vermont,43.03519828,-73.09048868,74,1,0,Bennington,Vermont,36589.0,0.3,6.7
174,Benson,North Dakota,48.0683985,-99.35916363,16,0,0,Benson,North Dakota,6794.0,0.5,10.0
176,Benton,Arkansas,36.33644656,-94.25680817,3551,23,0,Benton,Arkansas,238198.0,0.2,4.5
177,Benton,Indiana,40.60626947,-87.31093999,51,0,0,Benton,Indiana,8752.0,0.7,5.9
178,Benton,Iowa,42.08011739,-92.06463573,78,1,0,Benton,Iowa,25803.0,0.1,5.1
179,Benton,Minnesota,45.69804958,-93.99514135,243,3,0,Benton,Minnesota,39221.0,1.0,4.9
180,Benton,Mississippi,34.81681228,-89.18945516,49,0,0,Benton,Mississippi,8470.0,0.0,1.7
181,Benton,Missouri,38.29503305,-93.28756116,26,0,0,Benton,Missouri,18854.0,0.7,6.6
182,Benton,Oregon,44.49167306,-123.4316987,116,6,0,Benton,Oregon,86495.0,2.1,7.6
183,Benton,Tennessee,36.07110411,-88.06849355,17,1,0,Benton,Tennessee,16261.0,0.1,2.3
184,Benton,Washington,46.23946995,-119.51208340000001,2487,93,0,Benton,Washington,184930.0,1.1,3.8
185,Benzie,Michigan,44.63899297,-86.01608482,16,0,0,Benzie,Michigan,17437.0,1.8,5.2
186,Bergen,New Jersey,40.96010917,-74.07164325,19907,2032,0,Bergen,New Jersey,926330.0,14.1,4.6
187,Berkeley,South Carolina,33.20222596,-79.94654523,2450,28,0,Berkeley,South Carolina,193613.0,0.8,3.0
188,Berkeley,West Virginia,39.46704621,-78.02414609,543,10,0,Berkeley,West Virginia,108724.0,1.0,2.9
189,Berks,Pennsylvania,40.41570541,-75.92457766,4710,358,0,Berks,Pennsylvania,413965.0,1.7,3.6
190,Berkshire,Massachusetts,42.37428441,-73.20524838,615,45,0,Berkshire,Massachusetts,129288.0,1.3,5.3
191,Bernalillo,New Mexico,35.05163625,-106.6703554,3200,97,0,Bernalillo,New Mexico,673943.0,1.8,4.1
192,Berrien,Georgia,31.27590016,-83.22529920000002,183,0,0,Berrien,Georgia,19019.0,0.3,2.4
193,Berrien,Michigan,41.95447397,-86.41313079999998,1026,61,0,Berrien,Michigan,155565.0,0.5,4.7
194,Bertie,North Carolina,36.0688473,-76.96545943,157,4,0,Bertie,North Carolina,20518.0,0.7,2.5
195,Bexar,Texas,29.44928723,-98.52019748,21067,201,0,Bexar,Texas,1825502.0,2.8,4.0
196,Bibb,Alabama,32.99642064,-87.12511459999996,232,2,0,Bibb,Alabama,22604.0,0.5,0.7
197,Bibb,Georgia,32.80904227,-83.70489165,1895,43,0,Bibb,Georgia,154816.0,1.0,2.5
198,Bienville,Louisiana,32.34569994,-93.05398492,272,28,0,Bienville,Louisiana,13977.0,0.3,4.3
199,Big Horn,Montana,45.42335905,-107.492347,121,5,0,Big Horn,Montana,13141.0,0.5,13.4
200,Big Horn,Wyoming,44.52405055,-107.9960365,30,0,0,Big Horn,Wyoming,11895.0,0.0,5.7
201,Big Stone,Minnesota,45.42712824,-96.41403739,18,0,0,Big Stone,Minnesota,5134.0,0.5,8.2
203,Bingham,Idaho,43.21672879999999,-112.3978437,91,1,0,Bingham,Idaho,45407.0,2.9,4.0
204,Black Hawk,Iowa,42.4704581,-92.30524729,2544,59,0,Black Hawk,Iowa,132496.0,0.5,2.6
205,Blackford,Indiana,40.47388153,-85.32499702,41,2,0,Blackford,Indiana,12476.0,0.4,2.1
206,Bladen,North Carolina,34.61296243,-78.56180059,455,5,0,Bladen,North Carolina,34720.0,0.4,1.8
207,Blaine,Idaho,43.4085812,-113.9752658,551,5,0,Blaine,Idaho,21309.0,2.4,9.4
209,Blaine,Oklahoma,35.87518314,-98.43307003,22,0,0,Blaine,Oklahoma,9810.0,0.1,5.4
210,Blair,Pennsylvania,40.47961444,-78.34917412,107,1,0,Blair,Pennsylvania,126448.0,0.5,2.4
211,Blanco,Texas,30.26640707,-98.3999852,49,1,0,Blanco,Texas,10723.0,0.0,5.5
213,Bleckley,Georgia,32.43829035,-83.33035166,91,1,0,Bleckley,Georgia,12746.0,0.4,3.2
214,Bledsoe,Tennessee,35.59942968,-85.20611967,634,1,0,Bledsoe,Tennessee,13686.0,0.3,4.9
215,Blount,Alabama,33.98210918,-86.56790593,344,1,0,Blount,Alabama,57710.0,0.4,2.3
216,Blount,Tennessee,35.68938198,-83.92847788,358,3,0,Blount,Tennessee,125188.0,0.2,3.7
217,Blue Earth,Minnesota,44.03554215,-94.06699781,600,2,0,Blue Earth,Minnesota,65125.0,1.2,4.5
218,Boise,Idaho,43.98829931,-115.7309284,11,0,0,Boise,Idaho,6885.0,0.7,12.9
219,Bolivar,Mississippi,33.79696941,-90.87372121,428,18,0,Bolivar,Mississippi,33803.0,0.2,2.3
220,Bollinger,Missouri,37.32449052,-90.02725304,27,1,0,Bollinger,Missouri,12356.0,0.7,4.5
221,Bon Homme,South Dakota,42.98914167,-97.88592746,13,0,0,Bon Homme,South Dakota,7013.0,0.0,13.6
222,Bond,Illinois,38.88829622,-89.43534887,22,2,0,Bond,Illinois,17313.0,1.8,5.2
223,Bonner,Idaho,48.29996017,-116.6017932,76,0,0,Bonner,Idaho,41066.0,0.4,7.2
224,Bonneville,Idaho,43.38713372,-111.6161537,225,1,0,Bonneville,Idaho,107788.0,2.5,4.0
225,Boone,Arkansas,36.3084504,-93.09374925,63,1,0,Boone,Arkansas,37227.0,0.0,2.5
226,Boone,Illinois,42.32359279,-88.82345779,640,21,0,Boone,Illinois,53851.0,0.3,4.5
227,Boone,Indiana,40.0509304,-86.46841646,497,44,0,Boone,Indiana,60511.0,0.2,4.7
228,Boone,Iowa,42.03657094,-93.9313999,174,1,0,Boone,Iowa,26401.0,0.5,4.7
229,Boone,Kentucky,38.97065142,-84.72615357,755,23,0,Boone,Kentucky,124617.0,1.0,3.8
230,Boone,Missouri,38.99186229,-92.30723575,627,2,0,Boone,Missouri,170770.0,1.0,3.9
232,Boone,West Virginia,38.01974191,-81.69888019,38,0,0,Boone,West Virginia,24000.0,0.0,1.5
233,Bosque,Texas,31.89978581,-97.63613524,41,0,0,Bosque,Texas,17971.0,0.2,4.8
234,Bossier,Louisiana,32.67932307,-93.60460152,1370,39,0,Bossier,Louisiana,123403.0,0.3,2.7
235,Botetourt,Virginia,37.55531756,-79.80982182,160,4,0,Botetourt,Virginia,33155.0,0.3,2.3
237,Boulder,Colorado,40.09313619,-105.3546767,1558,74,0,Boulder,Colorado,310032.0,5.3,11.1
239,Bourbon,Kansas,37.85508555,-94.84865997,56,1,0,Bourbon,Kansas,14812.0,0.2,5.4
240,Bourbon,Kentucky,38.2054607,-84.21827874,47,1,0,Bourbon,Kentucky,20013.0,0.4,7.6
241,Bowie,Texas,33.44626922,-94.41834132,533,16,0,Bowie,Texas,93155.0,0.5,2.1
244,Boyd,Kentucky,38.36176608,-82.68652187,101,3,0,Boyd,Kentucky,48917.0,0.3,1.6
246,Boyle,Kentucky,37.62680923,-84.8633779,48,0,0,Boyle,Kentucky,29388.0,0.1,4.4
247,Bracken,Kentucky,38.69158994,-84.08532444,20,0,0,Bracken,Kentucky,8425.0,0.0,4.6
248,Bradford,Florida,29.95079741,-82.16611613,145,2,0,Bradford,Florida,27223.0,0.1,1.7
249,Bradford,Pennsylvania,41.78869215,-76.51570822,59,3,0,Bradford,Pennsylvania,62228.0,0.3,3.5
250,Bradley,Arkansas,33.46755808,-92.15980837,82,2,0,Bradley,Arkansas,11206.0,0.6,5.6
251,Bradley,Tennessee,35.15739424,-84.857186,1061,5,0,Bradley,Tennessee,102062.0,0.2,4.0
252,Branch,Michigan,41.91600556,-85.05929476,278,2,0,Branch,Michigan,43706.0,0.4,5.1
253,Brantley,Georgia,31.19576557,-81.97743999,147,3,0,Brantley,Georgia,18452.0,1.6,4.1
255,Brazoria,Texas,29.18757369,-95.44563172,3834,28,0,Brazoria,Texas,331741.0,0.2,2.6
256,Brazos,Texas,30.663644800000004,-96.30205577,3066,35,0,Brazos,Texas,205271.0,2.7,2.9
257,Breathitt,Kentucky,37.52333168,-83.31959161,15,0,0,Breathitt,Kentucky,13591.0,0.3,1.1
258,Breckinridge,Kentucky,37.77377239,-86.42885017,30,2,0,Breckinridge,Kentucky,20061.0,0.6,3.2
259,Bremer,Iowa,42.77461496,-92.31795937,116,7,0,Bremer,Iowa,24539.0,0.2,4.2
260,Brevard,Florida,28.29409504,-80.73091022,3632,34,0,Brevard,Florida,553591.0,0.6,5.0
261,Brewster,Texas,29.81008251,-103.25203259999999,153,1,0,Brewster,Texas,9235.0,0.0,5.7
263,Bristol,Massachusetts,41.79228404,-71.10872211,8527,601,0,Bristol,Massachusetts,552763.0,2.5,3.1
264,Bristol,Rhode Island,41.71018079,-71.28652315,256,0,0,Bristol,Rhode Island,49176.0,2.3,4.8
267,Brooke,West Virginia,40.27367263,-80.57915332,30,0,0,Brooke,West Virginia,23665.0,0.6,3.7
268,Brookings,South Dakota,44.36974375,-96.79079945,95,0,0,Brookings,South Dakota,33046.0,0.4,5.0
269,Brooks,Georgia,30.83922642,-83.58303423,234,11,0,Brooks,Georgia,15637.0,0.3,6.5
270,Brooks,Texas,27.03103197,-98.21808402,41,0,0,Brooks,Texas,7221.0,0.1,3.1
271,Broome,New York,42.15903158,-75.81326086,841,60,0,Broome,New York,198093.0,3.3,3.5
272,Broomfield,Colorado,39.95998787,-105.0566324,348,30,0,Broomfield,Colorado,60699.0,4.0,7.6
273,Broward,Florida,26.15184651,-80.48725556,32814,464,0,Broward,Florida,1843152.0,3.1,4.9
275,Brown,Indiana,39.19605589,-86.22868909,46,1,0,Brown,Indiana,15011.0,1.0,3.8
276,Brown,Kansas,39.82652589,-95.56421698,23,0,0,Brown,Kansas,9880.0,0.2,7.0
277,Brown,Minnesota,44.24205652,-94.72562874,51,2,0,Brown,Minnesota,25391.0,0.6,7.3
279,Brown,Ohio,38.93416837,-83.86788395,62,1,0,Brown,Ohio,44247.0,0.1,5.2
280,Brown,South Dakota,45.58994323,-98.35165355,361,2,0,Brown,South Dakota,38060.0,0.3,3.8
281,Brown,Texas,31.77430356,-98.99907113,237,13,0,Brown,Texas,37833.0,0.4,1.6
282,Brown,Wisconsin,44.452655299999996,-88.00411844,3305,44,0,Brown,Wisconsin,254717.0,0.8,3.6
283,Brule,South Dakota,43.71756379,-99.08118954,34,0,0,Brule,South Dakota,5330.0,1.9,8.3
284,Brunswick,North Carolina,34.070565,-78.22814204,832,10,0,Brunswick,North Carolina,115926.0,0.4,4.8
285,Brunswick,Virginia,36.76366949,-77.8593436,143,1,0,Brunswick,Virginia,16930.0,1.4,2.3
286,Bryan,Georgia,32.00979311,-81.44002948,280,5,0,Bryan,Georgia,33151.0,0.0,1.9
287,Bryan,Oklahoma,33.96472458,-96.25903472,190,1,0,Bryan,Oklahoma,44003.0,0.5,2.9
288,Buchanan,Iowa,42.4709188,-91.83510825,66,1,0,Buchanan,Iowa,20998.0,0.2,5.0
289,Buchanan,Missouri,39.65816401,-94.80138942,956,5,0,Buchanan,Missouri,89561.0,1.1,2.0
